46,170,46Cl,,,-13730,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,232,,,,,ms,2,,,,,,2-#,,,,,,,,,,,12,,,,,,,,,,1989,B-=100;B-n=60,9;B-2n,?,,,,,,,,,,,,,
46,180,46Ar,,,-29771.3,,,,,,,,2.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.4,,,,s,0.6,,,,0+,,,,,,,,,,,,0,,,,,,,,,,1974,B-=100,,,,,,,,,,,,,,,,,
46,190,46K,,,,-35413.9,,,,,,,,0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96.3,,,s,0.08,,,2-*,,,,,,,,,,,0,,,,,,,,,,1965,B-=100,,,,,,,,,,,,,,,,,,,,
46,200,46Ca,,,-43139.6,,,,,,,,2.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,stbl,,,,,,,,,,,,,,0+,,,,,,,,,,,,0,,,,,,,,,,1938,IS=0.004,3;2B-,?,,,,,,,,,,,,
46,210,46Sc,,,-41761.6,,,,,,,,0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83.757,,d,0.014,,4+*,,,,,,,,,,,0,,,,,,,,,,1936,B-=100,,,,,,,,,,,,,,,,,,,,,,,
46,211,46Sc,m,-41709.6,,,,,,,,0.7,,,,,,,,52.011,,,,,,0.001,,,,,,,,,,9.4,,,us,0.8,,,,6+,,,,,,,,,,,,0,,,,,,,,,,1966,IT=100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,212,46Sc,n,-41619.1,,,,,,,,0.7,,,,,,,142.528,,,,,,0.007,,,,,,,,,18.75,,,s,0.04,,,1-,,,,,,,,,,,,0,,,,,,,,,,1948,IT=100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,218,46Sc,i,-36748,,,,,,,,,,4,,,,,,,,5014,,,,,,,,,,4,,,,,,,RQ,,,,,,,,,,,,,,,,,,,,,0+,,,,,,T=3,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,220,46Ti,,,-44128.27,,,,,,,0.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,stbl,,,,,,,,,,,,,,0+,,,,,,,,,,,,0,,,,,,,,,,1934,IS=8.25,3,,,,,,,,,,,,,,,
46,228,46Ti,i,-34962,,,,,,,,,,7,,,,,,,,9166,,,,,,,,,,7,,,,,,,RQ,,,,,,,,,,,,,,,,,,,,,4+,,,,,,T=2,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,229,46Ti,j,-29977,,,,,,,,,,6,,,,,,,14151,,,,,,,,,,6,,,,,,,RQ,,,,,,,,,,,,,,,,,,,,,0+,,,,,,T=3,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,230,46V,,,,-37075.9,,,,,,,0.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,422.62,,ms,0.05,,,0+,,,,,,T=1,,,0,,,,,,,,,,1952,B+=100,,,,,,,,,,,,,,,,,,,,,,,,,,
46,231,46V,,m,-36274.44,,,,,,,0.16,,,,,,801.46,,,,,,,0.1,,,,,,,,,,,1.02,,ms,0.07,,,3+,,,,,,T=0,,,0,,,,,,,,,,1962,IT=100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,240,46Cr,,,-29472,,,,,,,,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,224.3,,,ms,1.3,,,,0+,,,,,,,,,,,,10,,,,,,,,,,1972,B+=100,,,,,,,,,,,,,,,,,
46,248,46Cr,i,-20328,,,,,,,,,13,,,,,,,,9143,,,,,,,,,17,,,,,,,RQ,,,,,,,,,,,,,,,,,,,,,(4+),,,,T=2,,,10,,,,,,,,,,,,,,,p=?,,,,,,,,,,,,,,,,,
46,250,46Mn,,,-12420,,,,,,,,,90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,*,,,36.2,,,ms,0.4,,,,(4+),,,,,,,,,,10,,,,,,,,,,1987,B+=100;B+p=57.0,8;B+2p~18;B+A,?,,,,,,,,,,,,,,,,,
46,251,46Mn,m,-12270#,,,,,,,140#,,,,,,,,150#,,,,,,,100#,,,,,,,,*,,,,1#,,,,ms,,,,,,,,1-#,,,,,,,,,,,,,,,,,,,,,,,,,,,,B+,?,,,,,,,,,,,,,,,,,,
46,258,46Mn,i,,-7390,,,,,,,,,50,,,,,,,,5030,,,,,,,,100,,,,,,,p,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,T=3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,260,46Fe,,,,,1210#,,,,,,,300#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,,,ms,2,,,,0+,,,,,,,,,,,,10,,,,,,,,,,1992,B+=100;B+p=78.7,38;B+2p=?,,,,,,,,,,,,,,,,
47,150,47P,,,,,28810#,,,,,,,600#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4#,,,,ms,>400ns,1/2+#,,,,,,,,,,,,,,,,,,,,,2018,B-,?;B-n,?;B-2n,?,,,,,,,,,,,,,,,,
47,160,47S,,,,,,7200#,,,,,,,400#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24#,,,,ms,>200ns,3/2-#,,,,,,,,,7,,,,,,,,,,1989,B-,?;B-n,?;B-2n,?,,,,,,,,,,,,,,,,,,
47,170,47Cl,,,,-9580#,,,,,,,200#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101,,,,,ms,5,,,,,,3/2+#,,,,,,,,,7,,,,,,,,,,1989,B-=100;B-n<3;B-2n,?,,,,,,,,,,,,,,,,,
47,180,47Ar,,,-25367.3,,,,,,,,1.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.23,,,s,0.03,,,(3/2)-,,,,,,,,7,,,,,,,,,,1985,B-=100;B-n<0.2,,,,,,,,,,,,,,,,,,,,,,,
47,190,47K,,,,-35712,,,,,,,,1.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.38,,,s,0.03,,,1/2+*,,,,,,,,,7,,,,,,,,,,1964,B-=100,,,,,,,,,,,,,,,,,,,,,,
47,200,47Ca,,,-42344.7,,,,,,,,2.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.536,,d,0.003,,7/2-*,,,,,,,,,7,,,,,,,,,,1951,B-=100,,,,,,,,,,,,,,,,,,,,,,,,
47,210,47Sc,,,-44336.8,,,,,,,,1.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.3492,d,0.0006,7/2-*,,,,,,,,,7,,,,,,,,,,1945,B-=100,,,,,,,,,,,,,,,,,,,,,,,,,,
47,211,47Sc,m,-43570,,,,,,,,1.9,,,,,,,766.83,,,,,,,0.09,,,,,,,,,272,,,,,ns,8,,,,,,(3/2)+,,,,,,,,7,,,,,,,,,,1968,IT=100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,220,47Ti,,,-44937.61,,,,,,,0.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,stbl,,,,,,,,,,,,,,5/2-*,,,,,,,,,7,,,,,,,,,,1934,IS=7.44,2,,,,,,,,,,,,,,,,,,
47,228,47Ti,i,-37588.6,,,,,,,,0.7,,,,,,7349,,,,,,,,0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,7/2-,,,,T=5/2,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,230,47V,,,,-42007.07,,,,,,,0.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.6,,,,m,0.3,,,,3/2-*,,,,,,,,,7,,,,,,,,,,1942,B+=100,,,,,,,,,,,,,,,,,,,,,,
47,238,47V,,i,-37856.72,,,,,,,0.16,,,,,4150.35,,,,,,,0.11,,,,,,,,,,,,,,,,,,,,,,,,,,,5/2(-),,T=3/2,7,,,,,,,,,,,,,,,IT=100,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,240,47Cr,,,-34563,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,461.6,,,ms,1.5,,,,3/2-,,,,,,,,,,7,,,,,,,,,,1972,B+=100,,,,,,,,,,,,,,,,,,
47,249,47Cr,j,-29803#,,,,,,,,21#,,,,,,,4760#,,,,,,,,20#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5/2-#,,,T=5/2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,250,47Mn,,,-22570,,,,,,,,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88,,,ms,1.3,,,,5/2-#,,,,,,,,,7,,,,,,,,,,1987,B+=100;B+p<1.7,,,,,,,,,,,,,,,,,,,
47,258,47Mn,i,-15191,,,,,,,,,17,,,,,,,,7380,,,,,,,,,40,,,,,,,RQ,,,,,,,,,,,,,,,,,,,,,7/2-#,,,T=5/2,7,,,,,,,,,,2001,p=100,,,,,,,,,,,,,,,,,,,,,,,,
47,260,47Fe,,,,-7130#,,,,,,,500#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.9,,,ms,0.2,,,,7/2-#,,,,,,,,,7,,,,,,,,,,1992,B+=100;B+p=88.4,9,,,,,,,,,,,,,,,,,,,,
47,261,47Fe,m,,-6360#,,,,,,,510#,,,,,,,,770#,,,,,,,100#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3/2+#,,,,,,,,,,,,,,,,,,,,,,,,,,IT,?,,,,,,,,,,,,,,
47,270,47Co,,,,10620#,,,,,,,600#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7/2-#,,,,,,,,,7,,,,,,,,,,,,,,,p,?,,,,,,,
48,160,48S,,,,,12390#,,,,,,,500#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10#,,,,ms,>200ns,0+,,,,,,,,,,,,6,,,,,,,,,,1990,B-,?;B-n,?;B-2n,?,,,,,,,,,,,,,,,,
48,170,48Cl,,,,-4280#,,,,,,,500#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30#,,,,ms,>200ns,,,,,,,,,,,,,,,6,,,,,,,,,,1989,B-,?;B-n,?;B-2n,?,,,,,,,,,,,,,,,
48,180,48Ar,,,-22355,,,,,,,,,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,415,,,,,ms,15,,,,,0+,,,,,,,,,,,,10,,,,,,,,,,2004,B-=100;B-n=38,6,,,,,,,,,,,,,
48,190,48K,,,,-32284.5,,,,,,,,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.83,,,s,0.14,,,1-*,,,,,,,,,,,6,,,,,,,,,,1972,B-=100;B-n=1.14,15,,,,,,,,,,,,,,,,,,
48,200,48Ca,,,-44224.868,,,,,,0.018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56,,,,,Ey,10,,,,,0+,,,,,,,,,,,,6,,,,,,,,,,1938,IS=0.187,21;2B-=?;B-,?,,,,,,,,,,,,,,,,,,
48,210,48Sc,,,-44504,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.67,,,h,0.09,,,6+*,,,,,,,,,,,6,,,,,,,,,,1937,B-=100,,,,,,,,,,,,,,,,,
48,220,48Ti,,,-48492.95,,,,,,,0.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,stbl,,,,,,,,,,,,,,0+,,,,,,,,,,,,6,,,,,,,,,,1923,IS=73.72,3,,,,,,,,,,,,,,,
48,228,48Ti,i,-37767,,,,,,,,,,6,,,,,,,10726,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(6+),,,,T=3,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,230,48V,,,,-44478,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.9735,d,0.0025,4+*,,,,,,,,,,,6,,,,,,,,,,1937,B+=100,,,,,,,,,,,,,,,,,,,,,,,,
48,238,48V,,i,-41459.16,,,,,,,0.23,,,,,3018.8,,,,,,,,0.9,,,,,RQ,,,,,,,,,,,,,,,,,,,,,(0)+,,,,T=2,,,6,,,,,,,,,,,,,,,IT=100,,,,,,,,,,,,,,,,,,,,,,,,
48,240,48Cr,,,-42821,,,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.56,,,h,0.03,,,0+,,,,,,,,,,,,6,,,,,,,,,,1952,B+=100,,,,,,,,,,,,,,,,
48,248,48Cr,i,-37028,,,,,,,,,,7,,,,,,,,5792.77,,,,,,,0.24,,,,,,,,,,,,,,,,,,,,,,,,,,,4+,,,,,,T=1,,,6,,,,,,,,,,1987,IT=100,,,,,,,,,,,,,,,,,,,,,
48,249,48Cr,j,-34061,,,,,,,,,15,,,,,,,,8760,,,,,,,,,17,,,,,,,RQ,,,,,,,,,,,,,,,,,,,,,0+,,frg,T=2,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,250,48Mn,,,-29297,,,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,158.1,,,ms,2.2,,,,4+,,,,,,,,,,,,6,,,,,,,,,,1987,B+=100;B+p=0.28,4;B+A=6e-4,,,,,,,,,,,,,,,
48,258,48Mn,i,-26260,,,,,,,,,,7,,,,,,,,3036.7,,,,,,,,0.9,,,,,IT,,,,,,,,,,,,,,,,,,,,,0+,,,,,,T=2,,,6,,,,,,,,,,,,,,,p=100,,,,,,,,,,,,,,,,,
48,260,48Fe,,,-18010,,,,,,,,,90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.3,,,ms,0.6,,,,0+,,,,,,,,,,,,6,,,,,,,,,,1987,B+=100;B+p=15.3,5,,,,,,,,,,,,,,,
48,270,48Co,,,,,1730#,,,,,,,500#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6+#,,,,,,,,,,,6,,,,,,,,,,,,,,,p,?,,,,
48,280,48Ni,,,,18180#,,,,,,,420#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.8,,,ms,0.8,,,,0+,,,,,,,,,,,,6,,,,,,,,,,2000,2p=70,20;B+=30,20;B+p,?,,,,,,,,,,,,,,
49,160,49S,,,,,20390#,,,,,,,580#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4#,,,,ms,>400ns,1/2-#,,,,,,,,,8,,,,,,,,,,2018,B-,?;B-n,?;B-2n,?,,,,,,,,,,,,,,,,,,
49,170,49Cl,,,,,,740#,,,,,,,400#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35#,,,,ms,>200ns,3/2+#,,,,,,,,,8,,,,,,,,,,1989,B-,?;B-n,?;B-2n,?,,,,,,,,,,,,,,,,,,
49,180,49Ar,,,-17060#,,,,,,,400#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,236,,,,,ms,8,,,,,,3/2-#,,,,,,,,,8,,,,,,,,,,1989,B-=100;B-n=29,6;B-2n,?,,,,,,,,,,,,,,,,,
49,190,49K,,,,-29611.5,,,,,,,,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.26,,,s,0.05,,,1/2+*,,,,,,,,,11,,,,,,,,,,1972,B-=100;B-n=86,9,,,,,,,,,,,,,,,,,,,,
49,200,49Ca,,,-41300,,,,,,,0.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.718,,m,0.006,,3/2-*,,,,,,,,,8,,,,,,,,,,1950,B-=100,,,,,,,,,,,,,,,,,,,,,,,,,,
49,210,49Sc,,,-46562.4,,,,,,,,2.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57.18,,,m,0.13,,,7/2-,,,,,,,,,,8,,,,,,,,,,1940,B-=100,,,,,,,,,,,,,,,,,,,,,,
49,220,49Ti,,,-48564.01,,,,,,,0.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,stbl,,,,,,,,,,,,,,7/2-*,,,,,,,,,8,,,,,,,,,,1934,IS=5.41,2,,,,,,,,,,,,,,,,,,
49,230,49V,,,,-47962.2,,,,,,,,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,330,,,,,,d,15,,,,,7/2-*,,,,,,,,,8,,,,,,,,,,1940,EC=100,,,,,,,,,,,,,,,,,,
49,238,49V,,i,-41531,,,,,,,,,,4,,,,,,,,6432,,,,,,,,,,4,,,,,,,RQ,,,,,,,,,,,,,,,,,,,,,7/2-,,,,T=5/2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,240,49Cr,,,-45332.4,,,,,,,,2.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.3,,,,m,0.1,,,,5/2-*,,,,,,,,,8,,,,,,,,,,1942,B+=100,,,,,,,,,,,,,,,,,,,,,
49,248,49Cr,i,-40568,,,,,,,,,,5,,,,,,,,4764,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(7/2)-,,T=3/2,8,,,,,,,,,,1969,IT=100,,,,,,,,,,,,,,,,,,,,,
49,250,49Mn,,,-37619.9,,,,,,,,2.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,382,,,,,ms,7,,,,,,5/2-,,,,,,,,,,8,,,,,,,,,,1970,B+=100,,,,,,,,,,,,,,,,,,
49,258,49Mn,i,-32803,,,,,,,,,18,,,,,,,,4817,,,,,,,,,18,,,,,,,p,,,,,,,,,,,,,,,,,,,,,,(7/2-),,T=3/2,8,,,,,,,,,,,,,,,p=100,,,,,,,,,,,,,,,,,,,,
49,260,49Fe,,,-24751,,,,,,,,,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.7,,,ms,0.3,,,,(7/2-),,,,,,,,8,,,,,,,,,,1970,B+=100;B+p=56.7,4,,,,,,,,,,,,,,,,,,,
49,270,49Co,,,,-9780#,,,,,,,500#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,<35ns,,7/2-#,,,,,,,,,8,,,,,,,,,,,,,,,p,?,,,,,,,,,,,,
49,280,49Ni,,,,,8530#,,,,,,,600#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.5,,,ms,1,,,,7/2-#,,,,,,,,,8,,,,,,,,,,1996,B+=100;B+p=83.4,13.2,,,,,,,,,,,,,,,,,,
50,170,50Cl,,,,,7700#,,,,,,,400#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10#,,,,ms,>620ns,,,,,,,,,,,,,,,19,,,,,,,,,,2009,B-,?;B-n,?;B-2n,?,,,,,,,,,,,,,,
50,180,50Ar,,,-13230#,,,,,,,500#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106,,,,,ms,6,,,,,,0+,,,,,,,,,,,,19,,,,,,,,,,1989,B-=100;B-n=37,7;B-2n,?,,,,,,,,,,,,,,
50,190,50K,,,,-25728,,,,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,472,,,,,ms,4,,,,,,0-*,,,,,,,,,,,19,,,,,,,,,,1972,B-=100;B-n=28.6,24;B-2n,?,,,,,,,,,,
50,191,50K,,m,-25556,,,,,,,,,,8,,,,,,,,,172,,,,,,,,0.4,,,,,,,,,,125,,,,,ns,40,,,,,(2-),,,,,,,,,,19,,,,,,,,,,1999,IT=100,,,,,,,,,,,,,,,,,,,,,,,
50,200,50Ca,,,-39589.2,,,,,,,,1.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.45,,,s,0.05,,,0+,,,,,,,,,,,,19,,,,,,,,,,1964,B-=100,,,,,,,,,,,,,,,,,,,,
50,210,50Sc,,,-44537.1,,,,,,,,2.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102.5,,,,s,0.5,,,,5+,,,,,,,,,,,,19,,,,,,,,,,1959,B-=100,,,,,,,,,,,,,,,,,,,
50,211,50Sc,m,-44280.2,,,,,,,,2.5,,,,,,,256.895,,,,,,0.01,,,,,,,,350,,,,,ms,40,,,,,2+,,,,,,,,,,,,19,,,,,,,,,,1963,IT>99;B-<1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,220,50Ti,,,-51431.87,,,,,,,0.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,stbl,,,,,,,,,,,,,,0+,,,,,,,,,,,,19,,,,,,,,,,1934,IS=5.18,2,,,,,,,,,,,,,,,
50,230,50V,,,,-49223.24,,,,,,,0.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,271,,,,,Py,13,,,,,6+*,,,,,,,,,,,19,,,,,,,,,,1949,IS=0.250,10;B+~100;B-,?,,,,,,,,,,,,,,,,,
50,238,50V,,i,-44410.71,,,,,,,0.28,,,,,4812.53,,,,,,,0.27,,,,RQ,,,,,,,,,,,,,,,,,,,,,0+,,,,,,T=3,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,240,50Cr,,,-50261.36,,,,,,,0.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,stbl,,,,,,,>1.3Ey,0+,,,,,,,,,,,,19,,,,,,,,,,1930,IS=4.345,13;2B+,?,,,,,,,,,,,,,,,,,,,,
50,248,50Cr,i,-41836,,,,,,,,,,7,,,,,,,,8425,,,,,,,,,,7,,,,,,,RQ,,,,,,,,,,,,,,,,,,,,,6+,,,,,,T=2,,,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,249,50Cr,j,-37039,,,,,,,,,,6,,,,,,,13222,,,,,,,,,,6,,,,,,,RQ,,,,,,,,,,,,,,,,,,,,,0+,,,,,,T=3,,,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,250,50Mn,,,-42626.89,,,,,,,0.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,283.21,,ms,0.07,,,0+*,,,,,T=1,,,19,,,,,,,,,,1952,B+=100,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,251,50Mn,m,-42401.57,,,,,,,0.11,,,,,,225.31,,,,,,,0.07,,,,MD,,,,,1.75,,,m,0.03,,,5+*,,,,,T=0,,,19,,,,,,,,,,1962,B+=100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,260,50Fe,,,-34476,,,,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,152,,,ms,0.6,,,,0+,,,,,,,,,,,,19,,,,,,,,,,1977,B+=100;B+p~0,,,,,,,,,,,,,,,,
50,268,50Fe,i,-25999,,,,,,,,,10,,,,,,,,8478,,,,,,,,,13,,,,,,,RQ,,,,,,,,,,,,,,,,,,,,,(6+),,,,T=2,,,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,270,50Co,,,-17590,,,,,,,,130,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.8,,,ms,0.2,,,,(6+),,,,,,,,,,19,,,,,,,,,,1987,B+=100;B+p=70.5,7;B+2p,?,,,,,,,,,,,,,,,,,
50,278,50Co,i,-12747,,,,,,,,,15,,,,,,,,4840,,,,,,,,130,,,,,,,2p,,,,,,,,,,,,,,,,,,,,,(0)+,,,,T=3,,,19,,,,,,,,,,,,,,,p=100,,,,,,,,,,,,,,,,,,
50,280,50Ni,,,,-3460#,,,,,,,500#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.5,,,ms,1.2,,,,0+,,,,,,,,,,,,19,,,,,,,,,,1994,B+=100;B+p=73,6;B+2p=14,5,,,,,,,,,,,,,,,,
51,170,51Cl,,,,14290#,,,,,,,700#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5#,,,,ms,>200ns,3/2+#,,,,,,,,,16,,,,,,,,,,1990,B-,?;B-n,?;B-2n,?,,,,,,,,,,,,,,,,,,,
51,180,51Ar,,,,-6490#,,,,,,,400#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30#,,,,ms,>200ns,1/2-#,,,,,,,,,16,,,,,,,,,,1989,B-,?;B-n,?;B-2n,?,,,,,,,,,,,,,,,,,,,,
51,190,51K,,,,-22515,,,,,,,,,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,365,,,,,ms,5,,,,,,3/2+*,,,,,,,,,16,,,,,,,,,,1983,B-=100;B-n=65,6;B-2n,?,,,,,,,,,,,,,
51,200,51Ca,,,-36332.3,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,,s,0.8,,,,3/2-*,,,,,,,,,16,,,,,,,,,,1980,B-=100;B-n,?,,,,,,,,,,,,,,,,,,,,
51,210,51Sc,,,-43250.4,,,,,,,,2.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.4,,,,s,0.1,,,,(7/2)-,,,,,,,,16,,,,,,,,,,1966,B-=100;B-n,?,,,,,,,,,,,,,,,,,,,,,
51,220,51Ti,,,-49733,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.76,,,m,0.01,,,3/2-,,,,,,,,,,16,,,,,,,,,,1947,B-=100,,,,,,,,,,,,,,,,,,,,,
51,230,51V,,,,-52203.11,,,,,,,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,stbl,,,,,,,,,,,,,,7/2-*,,,,,,,,,16,,,,,,,,,,1924,IS=99.750,10,,,,,,,,,,,,,,,,,
51,240,51Cr,,,-51450.71,,,,,,,0.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.7015,d,0.0011,7/2-*,,,,,,,,,16,,,,,,,,,,1940,EC=100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51,248,51Cr,i,-44838,,,,,,,,,,5,,,,,,,,6613,,,,,,,,,,5,,,,,,,RQ,,,,,,,,,,,,,,,,,,,,,7/2-,,,,T=5/2,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51,250,51Mn,,,-48243.2,,,,,,,,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.81,,,m,0.21,,,5/2-*,,,,,,,,,16,,,,,,,,,,1938,B+=100,,,,,,,,,,,,,,,,,,,,,,,
51,258,51Mn,i,-43792.6,,,,,,,,1.5,,,,,,4450.6,,,,,,,,1.5,,,,,RQ,,,,,,,,,,,,,,,,,,,,,7/2-,,,,T=3/2,16,,,,,,,,,,,,,,,IT=100,,,,,,,,,,,,,,,,,,,,,,,,,
51,260,51Fe,,,-40189.2,,,,,,,,1.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,305.4,,,ms,2.3,,,,5/2-,,,,,,,,,,16,,,,,,,,,,1972,B+=100,,,,,,,,,,,,,,,,,,,,,,
51,270,51Co,,,-27340,,,,,,,,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68.8,,,ms,1.9,,,,7/2-,,,,,,,,,,16,,,,,,,,,,1987,B+=100;B+p<3.8,,,,,,,,,,,,,,,,,,
51,278,51Co,i,-20674,,,,,,,,,18,,,,,,,,6670,,,,,,,,,50,,,,,,,p,,,,,,,,,,,,,,,,,,,,,,7/2-#,,,T=5/2,,,,,,,,,,,,,,,,,,p=100,,,,,,,,,,,,,,,,,
